1544580839822268000,-0.9423280546434994,-0.3334794906982945,-0.028447613527351773,-6.960374188637816e-07,0.33390599775503665,-0.9425335214009699,-0.011719458123051162,-1.8169822722531769e-06,-0.02290463042725368,-0.020542402953170898,0.9995265817305218,4.49816078916792e-06,0.0,0.0,0.0,1.0
1544580839833353000,-0.9423077087291754,-0.3335480074624145,-0.028317994057272776,1.7056142421307796e-07,0.333973508480966,-0.9425087035659503,-0.01179149419478291,-1.5323641702976573e-06,-0.022756926472833984,-0.02056867570562977,0.9995294152135918,1.2114582100434396e-06,0.0,0.0,0.0,1.0
1544580839923114000,-0.9421432838056986,-0.3341053166031208,-0.027196878448465973,0.00028061408548809067,0.33452643487894423,-0.9423015395617014,-0.012644085844009719,-0.00013897712232830906,-0.021403204129192038,-0.021010615344997798,0.99955012725517,0.00014946439874146991,0.0,0.0,0.0,1.0
1544580839934186000,-0.9421335388734654,-0.33414317704960156,-0.027069025859031356,0.0003276638278849811,0.33456360731284757,-0.9422870818475672,-0.012737662462551676,-0.0001703793132330688,-0.02125059038174054,-0.021056889950661826,0.9995524097284912,0.00018621834537576546,0.0,0.0,0.0,1.0
1544580840023985000,-0.9419458777929207,-0.33480134192438865,-0.025417017027036595,0.0010556093394414627,0.3351997545472966,-0.9420523087112541,-0.013363091080534961,-0.0007098290782770382,-0.019470178744852164,-0.021107086426668382,0.999587616491031,0.0007480441487895318,0.0,0.0,0.0,1.0
1544580840035055000,-0.9419279870074442,-0.3348631539624962,-0.025265300520605133,0.001156854053342097,0.3352599538773117,-0.9420297224189388,-0.0134449025835865,-0.0007822753110818345,-0.019298461552398376,-0.021134573513303247,0.9995903656919274,0.000828261504921103,0.0,0.0,0.0,1.0
1544580840124832000,-0.94176895809625,-0.33539840547328714,-0.02406531055857309,0.0025242313196578462,0.33578510700067254,-0.9418304216167271,-0.014276513363135245,-0.0016727816283337899,-0.017877121772004685,-0.021525949996161947,0.9996084443390386,0.001710019827194252,0.0,0.0,0.0,1.0
1544580840135926000,-0.9417512109567155,-0.33546228265962136,-0.023868673493831268,0.002702099994699312,0.33584664134942066,-0.9418068616878138,-0.014382933360935584,-0.001782034068247345,-0.017654748819275676,-0.021561358736139992,0.9996116334124868,0.0017888991002385547,0.0,0.0,0.0,1.0
1544580840225700000,-0.9415721686505961,-0.3360691960530972,-0.022346066473478757,0.004258792290638919,0.33643786260988745,-0.941579298969655,-0.015426871176679843,-0.002875002648231503,-0.01585609741086592,-0.02204357539139543,0.9996312644964925,0.0020724471314410562,0.0,0.0,0.0,1.0
1544580840236762000,-0.9415424179838998,-0.33616390486633624,-0.022174404209557085,0.004405473486150243,0.33653034078612726,-0.941544626168273,-0.015525677570397906,-0.0030103042616415696,-0.015659018724230887,-0.022080443805842388,0.9996335574268841,0.00207450144569021,0.0,0.0,0.0,1.0
